
 001 	 24.8595 	 0.7673 	 

 002 	 27.1074 	 0.7971 	 

 003 	 26.7252 	 0.8055 	 

 004 	 26.3108 	 0.7892 	 

 005 	 24.4640 	 0.7968 	 

 006 	 23.6183 	 0.7799 	 

 007 	 25.0878 	 0.8143 	 

 008 	 24.0506 	 0.7853 	 

 009 	 23.9626 	 0.7896 	 

 010 	 24.0477 	 0.7848 	 

 011 	 25.2748 	 0.7527 	 

 012 	 25.1296 	 0.7497 	 

 013 	 25.6178 	 0.7512 	 

 014 	 25.4857 	 0.7614 	 

 015 	 25.0352 	 0.7397 	 

 016 	 26.6169 	 0.7828 	 

 017 	 26.7235 	 0.8029 	 

 018 	 26.5736 	 0.7787 	 

 019 	 27.0637 	 0.7660 	 

 020 	 26.2123 	 0.7713 	 

 AVG 	 25.4390 	 0.7759 	 nan 	 nan 	 
