
 001 	 28.4202 	 0.8284 	 

 002 	 25.0666 	 0.7796 	 

 003 	 25.3248 	 0.7708 	 

 004 	 28.4127 	 0.8494 	 

 005 	 27.1535 	 0.8122 	 

 006 	 26.1757 	 0.7765 	 

 007 	 25.6968 	 0.7718 	 

 008 	 25.5905 	 0.7399 	 

 009 	 25.4441 	 0.7248 	 

 010 	 28.7710 	 0.8944 	 

 011 	 26.2910 	 0.7648 	 

 012 	 23.7917 	 0.7722 	 

 013 	 27.6392 	 0.8593 	 

 014 	 27.0085 	 0.8327 	 

 015 	 26.1771 	 0.7922 	 

 016 	 26.0732 	 0.7985 	 

 017 	 23.6477 	 0.7026 	 

 018 	 27.1843 	 0.8089 	 

 019 	 25.8522 	 0.7541 	 

 020 	 27.1758 	 0.8226 	 

 AVG 	 26.2562 	 0.7899 	 nan 	 nan 	 
