
 001 	 24.9331 	 0.7674 	 

 002 	 27.0863 	 0.7967 	 

 003 	 26.6958 	 0.8047 	 

 004 	 26.2707 	 0.7887 	 

 005 	 24.4214 	 0.7958 	 

 006 	 23.5788 	 0.7788 	 

 007 	 25.0371 	 0.8134 	 

 008 	 24.0043 	 0.7847 	 

 009 	 23.9018 	 0.7886 	 

 010 	 23.9985 	 0.7838 	 

 011 	 25.2480 	 0.7526 	 

 012 	 25.1122 	 0.7493 	 

 013 	 25.6027 	 0.7510 	 

 014 	 25.4884 	 0.7615 	 

 015 	 25.0163 	 0.7393 	 

 016 	 26.5844 	 0.7827 	 

 017 	 26.7074 	 0.8026 	 

 018 	 26.5394 	 0.7780 	 

 019 	 27.0461 	 0.7657 	 

 020 	 26.1794 	 0.7705 	 

 AVG 	 25.4123 	 0.7754 	 nan 	 nan 	 
